eft_id,description
107930,NEFT/FDRL504548532/Indiaforensic
107931,NEFT/AXIC172723490716/Indfor
107932,NEFT/SBIN817272530719/Indfor
107933,IMPS 290917 3C
107934,IMPS 290917 4C
107935,727219957194
107936,727219957222
107937,727219957363
107938,727219957401
107939,727219957459
107940,727219957476
107941,727219957502
107942,727219957533
107943,727219957557
107944,727219957592
107945,FDRL/INTERNAL FUND TRANSFE
107946,FDRL/INTERNAL FUND TRANSFE
107947,727219957909
107948,727219957993
107949,727219958134
107950,727219958253
107951,727219958278
107952,727219958307
107953,FDRL/INTERNAL FUND TRANSFE
107954,727219959261
107955,727219959288
107956,727219959311
107957,727219959341
107958,727219959377
107959,727219961365
107960,727219961505
107961,727219961535
107962,727219961575
107963,727219961594
107964,727219961621
107965,727219962024
107966,727219962053
107967,727219962075
107968,727219962109
107969,727219962134
107970,Sweep Trf To: 40900036427
107971,409000362497:Int.Coll:01-
107972,Sweep Trf To: 40900036427
107973,RTGS/SBINH17276003711/Indfor
107974,RTGS/SBINH17276003749/Indfor
107975,RTGS/SBINH17276003753/Indfor
107976,BIGTREE ENTERTAINMENT PRI
107977,INDIAIDEAS.COM LTD
107978,IRCTC CORPORATE OFFICE AC
107979,BIDDERBOY CORPORATION
107980,PAYU PAYMENTS PRIVATE LIM
107981,COMMDEL CONSULTING SERVIC
107982,AXEL RETAIL PRIVATE LIMIT
107983,AVENUES INDIA PRIVATE LIM
107984,FUTURE RETAIL LIMITED (OW
107985,PASFAR TECHNOLOGIES PRIVA
107986,DISH INFRA SERVICES PRIVA
107987,JUST DIAL LIMITED
107988,MEHAR ENTERTAINMENT PRIVA
107989,E-BILLING SOLUTIONS PRIVA
107990,MUZAFFARPUR VIDYUT VITARA
107991,BHAGALPUR ELECTRICITY DIS
107992,Indiaforensic SERVICES INDIA PVT
107993,TRF FRM  Indiaforensic SERVICES
107994,FDRL/INTERNAL FUND TRANSFE
107995,FDRL/INTERNAL FUND TRANSFE
107996,FDRL/INTERNAL FUND TRANSFE
107997,NEFT/SBIN117276144475/Indfor
107998,NEFT/SBIN117276138772/Indfor
107999,NEFT/SBIN117276137515/Indfor
108000,IMPS 290917 1C
108001,IMPS 300917 1C
108002,IMPS 011017 1C
108003,IMPS 021017 1C
108004,IMPS 031017 2C
108005,IMPS 031017 3C
108006,NEFT/AXIC172764188800/Indfor
108007,NEFT/AXIC172764200445/Indfor
108008,NEFT/AXIC172764193448/Indfor
108009,IMPS 031017 4C
108010,Sweep Trf To: 40900036427
108011,INDIAIDEAS.COM LTD
108012,IRCTC CORPORATE OFFICE AC
108013,PAYU PAYMENTS PRIVATE LIM
108014,AVENUES INDIA PRIVATE LIM
108015,FUTURE RETAIL LIMITED (OW
108016,MEHAR ENTERTAINMENT PRIVA
108017,BHAGALPUR ELECTRICITY DIS
108018,VOUCHER ACTIVATION SERVIC
108019,Indiaforensic SERVICES INDIA PVT
108020,IMPS 031017 1C
108021,IMPS 041017 2C
108022,IMPS 041017 3C
108023,FDRL/INTERNAL FUND TRANSFE
108024,FDRL/INTERNAL FUND TRANSFE
108025,FDRL/INTERNAL FUND TRANSFE
108026,FDRL/INTERNAL FUND TRANSFE
108027,NEFT/FDRL504549162/Indiaforensic
108028,NEFT/FDRL504548787/Indiaforensic
108029,NEFT/FDRL504548789/Indiaforensic
108030,FDRL/INTERNAL FUND TRANSFE
108031,IMPS 27092017 4C
108032,Sweep Trf To: 40900036427
108033,TDS operative a/c dr for
108034,RF For 709001931954
108035,NEFT/SBIN217277120971/Indfor
108036,IMPS 041017 1C
108037,IMPS 051017 2C
108038,IMPS 051017 3C
108039,FDRL/INTERNAL FUND TRANSFE
108040,FDRL/INTERNAL FUND TRANSFE
108041,FDRL/INTERNAL FUND TRANSFE
108042,FDRL/INTERNAL FUND TRANSFE
108043,NEFT/SBIN317278002428/Indfor
108044,IMPS 27092017 4C
108045,Sweep Trf To: 40900036427
108046,BIGTREE ENTERTAINMENT PRI
108047,INDIAIDEAS.COM LTD
108048,IRCTC CORPORATE OFFICE AC
108049,PAYU PAYMENTS PRIVATE LIM
108050,AVENUES INDIA PRIVATE LIM
108051,PAYGATE INDIA PRIVATE LIM
108052,FUTURE RETAIL LIMITED (OW
108053,METRO INFRASYS PRIVATE LI
108054,PASFAR TECHNOLOGIES PRIVA
108055,DISH INFRA SERVICES PRIVA
108056,JUST DIAL LIMITED
108057,MEHAR ENTERTAINMENT PRIVA
108058,BHAGALPUR ELECTRICITY DIS
108059,INDIAIDEAS.COM LTD
108060,Indiaforensic SERVICES INDIA PVT
108061,IMPS 051017 1C
108062,IMPS 061017 2C
108063,BIGTREE ENTERTAINMENT PRI
108064,INDIAIDEAS.COM LTD
108065,IRCTC CORPORATE OFFICE AC
108066,PAYU PAYMENTS PRIVATE LIM
108067,COMMDEL CONSULTING SERVIC
108068,AVENUES INDIA PRIVATE LIM
108069,ZAAK EPAYMENT SERVICES PR
108070,FUTURE RETAIL LIMITED (OW
108071,MEHAR ENTERTAINMENT PRIVA
108072,BHAGALPUR ELECTRICITY DIS
108073,QWIKCILVER SOLUTIONS PRIV
108074,Indiaforensic SERVICES INDIA PVT
108075,FDRL/INTERNAL FUND TRANSFE
108076,FDRL/INTERNAL FUND TRANSFE
108077,FDRL/INTERNAL FUND TRANSFE
108078,FDRL/INTERNAL FUND TRANSFE
108079,IMPS 0610173C
108080,IMPS 27092017 4C
108081,Sweep Trf To: 40900036427
108082,NEFT/BKIDN17280219188/CHE
108083,NEFT/BKIDN17280219981/CHE
108084,IMPS 0610171C
108085,IMPS 071017 2C
108086,IMPS 0710173C
108087,TRF FRM  Indiaforensic SERVICES
108088,TRF FRM  Indiaforensic SERVICES
108089,FDRL/INTERNAL FUND TRANSFE
108090,FDRL/INTERNAL FUND TRANSFE
108091,NEFT/FDRL504548533/Indiaforensic
108092,NEFT/SBIN417280922879/Indfor
108093,FDRL/INTERNAL FUND TRANSFE
108094,IMPS 071017 4C
108095,Sweep Trf From: 709003440
108096,Repayment credit [7090034
108097,RTGS/SBINH17282004736/Indfor
108098,RTGS/SBINH17282004746/Indfor
108099,IMPS 0710171C
108100,IMPS 081017 1C
108101,IMPS 0910172C
108102,IMPS 091017 3C
108103,NEFT/FDRL504548826/Indiaforensic
108104,NEFT/FDRL504549115/Indiaforensic
108105,NEFT/AXIC172826385956/Indfor
108106,NEFT/SBIN517282961326/Indfor
108107,NEFT/SBIN517282961757/Indfor
108108,FND TRF FRM  Indiaforensic SERVI
108109,FND TRF FRM  Indiaforensic SERVI
108110,FND TRF FRM  Indiaforensic SERVI
108111,FND TRF FRM  Indiaforensic SERVI
108112,FND TRF FRM  Indiaforensic SERVI
108113,FND TRF FRM  Indiaforensic SERVI
108114,FND TRF FRM  Indiaforensic SERVI
108115,FND TRF FRM  Indiaforensic SERVI
108116,FND TRF FRM  Indiaforensic SERVI
108117,FND TRF FRM  Indiaforensic SERVI
108118,FND TRF FRM  Indiaforensic SERVI
108119,FND TRF FRM  Indiaforensic SERVI
108120,IMPS  0910174C
108121,FDRL/INTERNAL FUND TRANSFE
108122,Sweep Trf To: 40900036427
108123,IMPS 0910171C
108124,IMPS 081017 1C
108125,IMPS 101017 3C
108126,BIGTREE ENTERTAINMENT PRI
108127,INDIAIDEAS.COM LTD
108128,IRCTC CORPORATE OFFICE AC
108129,PAYU PAYMENTS PRIVATE LIM
108130,COMMDEL CONSULTING SERVIC
108131,BIDDERBOY CORPORATION
108132,AVENUES INDIA PRIVATE LIM
108133,PAYGATE INDIA PRIVATE LIM
108134,FUTURE RETAIL LIMITED (OW
108135,METRO INFRASYS PRIVATE LI
108136,PASFAR TECHNOLOGIES PRIVA
108137,MEHAR ENTERTAINMENT PRIVA
108138,E-BILLING SOLUTIONS PRIVA
108139,MUZAFFARPUR VIDYUT VITARA
108140,BHAGALPUR ELECTRICITY DIS
108141,Indiaforensic SERVICES INDIA PVT
108142,NEFT/BKIDN17283497919/ANI
108143,NEFT/SBIN617283961929/Indfor
108144,NEFT/SBIN617283962307/Indfor
108145,FDRL/INTERNAL FUND TRANSFE
108146,FDRL/INTERNAL FUND TRANSFE
108147,FDRL/INTERNAL FUND TRANSFE
108148,FDRL/INTERNAL FUND TRANSFE
108149,FDRL/INTERNAL FUND TRANSFE
108150,IMPS 101017 4C
108151,Sweep Trf To: 40900036427
108152,NEFT/N284170386639846/NAR
108153,IMPS 1010171C
108154,IMPS 111017 2C
108155,IMPS 1110173C
108156,NEFT/SBIN817284081407/Indfor
108157,NEFT/SBIN817284081963/Indfor
108158,FDRL/INTERNAL FUND TRANSFE
108159,FDRL/INTERNAL FUND TRANSFE
108160,FDRL/INTERNAL FUND TRANSFE
108161,FDRL/INTERNAL FUND TRANSFE
108162,IMPS 11102017 4C
108163,Sweep Trf To: 40900036427
108164,IMPS 1110171C
108165,IMPS 121017 2C
108166,IMPS 121017 3C
108167,NEFT/SBIN817285966394/Indfor
108168,FDRL/INTERNAL FUND TRANSFE
108169,FDRL/INTERNAL FUND TRANSFE
108170,FDRL/INTERNAL FUND TRANSFE
108171,FDRL/INTERNAL FUND TRANSFE
108172,FDRL/INTERNAL FUND TRANSFE
108173,IMPS 121017 4C
108174,Sweep Trf To: 40900036427
108175,IMPS 1210171C
108176,BIGTREE ENTERTAINMENT PRI
108177,INDIAIDEAS.COM LTD
108178,IRCTC CORPORATE OFFICE AC
108179,PAYU PAYMENTS PRIVATE LIM
108180,AVENUES INDIA PRIVATE LIM
108181,SYNERGISTIC FINANCIAL NET
108182,FUTURE RETAIL LIMITED (OW
108183,METRO INFRASYS PRIVATE LI
108184,PASFAR TECHNOLOGIES PRIVA
108185,JUST DIAL LIMITED
108186,MEHAR ENTERTAINMENT PRIVA
108187,E-BILLING SOLUTIONS PRIVA
108188,KRYPTOS MOBILE PRIVATE LI
108189,VOUCHER ACTIVATION SERVIC
108190,Indiaforensic SERVICES INDIA PVT
108191,IMPS 131017 2C
108192,SR1821759950 INVALID IFSC
108193,IMPS 131017 3C
108194,NEFT/SBIN117286096055/Indfor
108195,728620668918
108196,728620668938
108197,728620668954
108198,728620668989
108199,728620669008
108200,728620669037
108201,728620669063
108202,728620669093
108203,728620669126
108204,728620669149
108205,728620669414
108206,728620669445
108207,728620669479
108208,728620669501
108209,728620669538
108210,728620669575
108211,728620669599
108212,728620669631
108213,728620669662
108214,728620669687
108215,728620669986
108216,728620670010
108217,728620670039
108218,728620670061
108219,728620671461
108220,728620671477
108221,728620671503
108222,728620671550
108223,728620671578
108224,728620671614
108225,728620671639
108226,728620672417
108227,728620672432
108228,728620672461
108229,728620672497
108230,728620672531
108231,TRF FROM  Indiaforensic SERVICES
108232,728620674344
108233,728620674365
108234,728620674387
108235,728620674412
108236,728620674440
108237,728620674471
108238,728620674500
108239,728620674524
108240,728620674540
108241,FDRL/INTERNAL FUND TRANSFE
108242,FDRL/INTERNAL FUND TRANSFE
108243,FDRL/INTERNAL FUND TRANSFE
108244,728620678880
108245,728620678947
108246,728620678969
108247,728620679182
108248,728620679207
108249,728620679237
108250,728620679264
108251,728620679285
108252,728620679340
108253,FDRL/INTERNAL FUND TRANSFE
108254,FDRL/INTERNAL FUND TRANSFE
108255,728620680108
108256,728620680138
108257,728620680165
108258,728620680183
108259,728620680216
108260,728620680238
108261,728620680268
108262,728620680285
108263,728620680303
108264,728620680367
108265,728620681718
108266,728620681740
108267,728620681759
108268,728620681777
108269,728620681795
108270,728620681822
108271,728620681860
108272,728620681884
108273,728620681913
108274,728620681934
108275,728620682648
108276,728620682669
108277,728620682692
108278,728620682707
108279,728620682729
108280,728620682752
108281,728620682779
108282,728620682810
108283,728620682842
108284,728620682873
108285,728620683434
108286,728620683447
108287,728620683466
108288,728620683482
108289,728620683507
108290,728620683528
108291,728620683550
108292,728621684256
108293,728621684281
108294,728621684302
108295,728621684328
108296,728621684350
108297,728621684371
108298,728621684394
108299,728621684425
108300,728621685053
108301,728621685079
108302,728621685104
108303,728621685128
108304,728621685885
108305,728621685909
108306,728621685925
108307,728621687020
108308,728621687042
108309,728621687053
108310,728621687079
108311,728621687101
108312,IMPS 13102017 4C
108313,Sweep Trf To: 40900036427
108314,RTGS/SBINH17289004584/Indfor
108315,RTGS/SBINH17289004582/Indfor
108316,RTGS/SBINH17289004560/Indfor
108317,RTGS/SBINH17289004480/Indfor
108318,BIGTREE ENTERTAINMENT PRI
108319,INDIAIDEAS.COM LTD
108320,IRCTC CORPORATE OFFICE AC
108321,PAYU PAYMENTS PRIVATE LIM
108322,AVENUES INDIA PRIVATE LIM
108323,ZAAK EPAYMENT SERVICES PR
108324,FUTURE RETAIL LIMITED (OW
108325,PASFAR TECHNOLOGIES PRIVA
108326,MEHAR ENTERTAINMENT PRIVA
108327,E-BILLING SOLUTIONS PRIVA
108328,QWIKCILVER SOLUTIONS PRIV
108329,Indiaforensic SERVICES INDIA PVT
108330,IMPS 1310171C
108331,IMPS 1410171C
108332,IMPS 1510171C
108333,IMPS 1610172C
108334,BIGTREE ENTERTAINMENT PRI
108335,INDIAIDEAS.COM LTD
108336,IRCTC CORPORATE OFFICE AC
108337,PAYU PAYMENTS PRIVATE LIM
108338,COMMDEL CONSULTING SERVIC
108339,BIDDERBOY CORPORATION
108340,AVENUES INDIA PRIVATE LIM
108341,SYNERGISTIC FINANCIAL NET
108342,ZAAK EPAYMENT SERVICES PR
108343,FUTURE RETAIL LIMITED (OW
108344,METRO INFRASYS PRIVATE LI
108345,PASFAR TECHNOLOGIES PRIVA
108346,MEHAR ENTERTAINMENT PRIVA
108347,DIGIVIVE SERVICES PRIVATE
108348,E-BILLING SOLUTIONS PRIVA
108349,BHAGALPUR ELECTRICITY DIS
108350,KRYPTOS MOBILE PRIVATE LI
108351,Indiaforensic SERVICES INDIA PVT
108352,FDRL/INTERNAL FUND TRANSFE
108353,FDRL/INTERNAL FUND TRANSFE
108354,NEFT/SBIN217289510056/Indfor
108355,IMPS 131017 3C
108356,FDRL/INTERNAL FUND TRANSFE
108357,FDRL/INTERNAL FUND TRANSFE
108358,FDRL/INTERNAL FUND TRANSFE
108359,IMPS 131017 3C
108360,NEFT/SBIN217289730885/Indfor
108361,NEFT/FDRL504548605/Indiaforensic
108362,TRF FROM Indiaforensic SERVICES
108363,TRF FROM Indiaforensic SERVICES
108364,TRF FROM  Indiaforensic SERVICES
108365,FDRL/INTERNAL FUND TRANSFE
108366,FDRL/INTERNAL FUND TRANSFE
108367,FDRL/INTERNAL FUND TRANSFE
108368,SR1424730513 INVALID IFSC
108369,FDRL/INTERNAL FUND TRANSFE
108370,FDRL/INTERNAL FUND TRANSFE
108371,IMPS 131017 3C
108372,IMPS 131017 3C
108373,FDRL/INTERNAL FUND TRANSFE
108374,Sweep Trf To: 40900036427
108375,728620678989-IN
108376,IMPS 161017 1C
108377,IMPS 171017 2C
108378,BIGTREE ENTERTAINMENT PRI
108379,INDIAIDEAS.COM LTD
108380,IRCTC CORPORATE OFFICE AC
108381,PAYU PAYMENTS PRIVATE LIM
108382,AVENUES INDIA PRIVATE LIM
108383,FUTURE RETAIL LIMITED (OW
108384,METRO INFRASYS PRIVATE LI
108385,PASFAR TECHNOLOGIES PRIVA
108386,DISH INFRA SERVICES PRIVA
108387,MEHAR ENTERTAINMENT PRIVA
108388,BHAGALPUR ELECTRICITY DIS
108389,Indiaforensic SERVICES INDIA PVT
108390,NEFT/SBIN417290315702/Indfor
108391,TRF FROM  Indiaforensic SERVICES
108392,TRF FROM  Indiaforensic SERVICES
108393,TRF FROM  Indiaforensic SERVICES
108394,FDRL/INTERNAL FUND TRANSFE
108395,FDRL/INTERNAL FUND TRANSFE
108396,FDRL/INTERNAL FUND TRANSFE
108397,IMPS 1710173C
108398,IMPS 1710174C
108399,Sweep Trf To: 40900036427
108400,IMPS 1710171C
108401,IMPS 1710171C
108402,BIGTREE ENTERTAINMENT PRI
108403,INDIAIDEAS.COM LTD
108404,IRCTC CORPORATE OFFICE AC
108405,PAYU PAYMENTS PRIVATE LIM
108406,COMMDEL CONSULTING SERVIC
108407,AVENUES INDIA PRIVATE LIM
108408,FUTURE RETAIL LIMITED (OW
108409,METRO INFRASYS PRIVATE LI
108410,MEHAR ENTERTAINMENT PRIVA
108411,E-BILLING SOLUTIONS PRIVA
108412,Indiaforensic SERVICES INDIA PVT
108413,TRF FRM  Indiaforensic SERVICES
108414,TRF FRM  Indiaforensic SERVICES
108415,TRF FRM  Indiaforensic SERVICES
108416,NEFT/AXIC172919042983/Indfor
108417,NEFT/AXIC172919042982/Indfor
108418,NEFT/SBIN517291411414/Indfor
108419,IMPS 1810173C
108420,IMPS 1810174C
108421,Sweep Trf To: 40900036427
108422,IMPS 1810171C
108423,IMPS 191017 2C
108424,IMPS 191017 3C
108425,IMPS 191017 4C
108426,Sweep Trf From: 709003440
108427,Sweep Trf From: 709002069
108428,TO For 709002069144
108429,Repayment credit [7090034
108430,IMPS 1910171C
108431,IMPS 11102017 4C
108432,RTGS/ICICH17293672947/Indfor
108433,RTGS/ICICH17293672948/Indfor
108434,IMPS 2010173C
108435,TRF FRM  Indiaforensic SERVICES
108436,TRF FRM  Indiaforensic SERVICES
108437,TRF FRM  Indiaforensic SERVICES
108438,TRF FRM  Indiaforensic SERVICES
108439,TRF FRM  Indiaforensic SERVICES
108440,NEFT/AXIC172939277202/Indfor
108441,NEFT/AXIC172939277200/Indfor
108442,NEFT/SBIN617293080630/Indfor
108443,NEFT/SBIN617293094223/Indfor
108444,NEFT/SBIN617293082241/Indfor
108445,IMPS 11102017 4C
108446,Sweep Trf To: 40900036427
108447,IMPS 2010171C
108448,IMPS 211017 3C
108449,RTGS/SBINH17294031249/Indfor
108450,RTGS/SBINH17294031231/Indfor
108451,FDRL/INTERNAL FUND TRANSFE
108452,FDRL/INTERNAL FUND TRANSFE
108453,FDRL/INTERNAL FUND TRANSFE
108454,IMPS 11102017 4C
108455,IMPS 11102017 4C
108456,Sweep Trf To: 40900036427
108457,IMPS 2110171C
108458,IMPS 221017 2C
108459,IMPS 231017 3C
108460,IMPS 231017 3C
108461,BIGTREE ENTERTAINMENT PRI
108462,INDIAIDEAS.COM LTD
108463,IRCTC CORPORATE OFFICE AC
108464,PAYU PAYMENTS PRIVATE LIM
108465,COMMDEL CONSULTING SERVIC
108466,AXEL RETAIL PRIVATE LIMIT
108467,AVENUES INDIA PRIVATE LIM
108468,SYNERGISTIC FINANCIAL NET
108469,ZAAK EPAYMENT SERVICES PR
108470,FUTURE RETAIL LIMITED (OW
108471,METRO INFRASYS PRIVATE LI
108472,PASFAR TECHNOLOGIES PRIVA
108473,DISH INFRA SERVICES PRIVA
108474,JUST DIAL LIMITED
108475,MEHAR ENTERTAINMENT PRIVA
108476,E-BILLING SOLUTIONS PRIVA
108477,MUZAFFARPUR VIDYUT VITARA
108478,BHAGALPUR ELECTRICITY DIS
108479,Indiaforensic SERVICES INDIA PVT
108480,FDRL/INTERNAL FUND TRANSFE
108481,FDRL/INTERNAL FUND TRANSFE
108482,FDRL/INTERNAL FUND TRANSFE
108483,FDRL/INTERNAL FUND TRANSFE
108484,NEFT/AXIC172969671312/Indfor
108485,NEFT/SBIN717296099194/Indfor
108486,TRF FROM  Indiaforensic SERVICES
108487,TRF FROM  Indiaforensic SERVICES
108488,TRF FROM  Indiaforensic SERVICES
108489,TRF FROM  Indiaforensic SERVICES
108490,TRF FROM  Indiaforensic SERVICES
108491,FDRL/INTERNAL FUND TRANSFE
108492,IMPS 231017 4C
108493,Sweep Trf To: 40900036427
108494,IMPS 2310171C
108495,IMPS 241017 2C
108496,IMPS 241017 3C
108497,BIGTREE ENTERTAINMENT PRI
108498,INDIAIDEAS.COM LTD
108499,IRCTC CORPORATE OFFICE AC
108500,PAYU PAYMENTS PRIVATE LIM
108501,AXEL RETAIL PRIVATE LIMIT
108502,AVENUES INDIA PRIVATE LIM
108503,ZAAK EPAYMENT SERVICES PR
108504,FUTURE RETAIL LIMITED (OW
108505,METRO INFRASYS PRIVATE LI
108506,PASFAR TECHNOLOGIES PRIVA
108507,MEHAR ENTERTAINMENT PRIVA
108508,MUZAFFARPUR VIDYUT VITARA
108509,VOUCHER ACTIVATION SERVIC
108510,SYNERGISTIC FINANCIAL NET
108511,SYNERGISTIC FINANCIAL NET
108512,Indiaforensic SERVICES INDIA PVT
108513,NEFT/SBIN717297735231/Indfor
108514,NEFT/AXIC172979950487/Indfor
108515,FDRL/INTERNAL FUND TRANSFE
108516,FDRL/INTERNAL FUND TRANSFE
108517,FDRL/INTERNAL FUND TRANSFE
108518,FDRL/INTERNAL FUND TRANSFE
108519,IMPS 241017 4C
108520,Sweep Trf To: 40900036427
108521,BIGTREE ENTERTAINMENT PRI
108522,INDIAIDEAS.COM LTD
108523,IRCTC CORPORATE OFFICE AC
108524,PAYU PAYMENTS PRIVATE LIM
108525,MATRIX CELLULAR (INTERNAT
108526,AVENUES INDIA PRIVATE LIM
108527,FUTURE RETAIL LIMITED (OW
108528,METRO INFRASYS PRIVATE LI
108529,DISH INFRA SERVICES PRIVA
108530,MEHAR ENTERTAINMENT PRIVA
108531,E-BILLING SOLUTIONS PRIVA
108532,MUZAFFARPUR VIDYUT VITARA
108533,BHAGALPUR ELECTRICITY DIS
108534,KRYPTOS MOBILE PRIVATE LI
108535,QWIKCILVER SOLUTIONS PRIV
108536,ALT DIGITAL MEDIA ENTERTA
108537,ALT DIGITAL MEDIA ENTERTA
108538,Indiaforensic SERVICES INDIA PVT
108539,IMPS 2410171C
108540,IMPS 251017 2C
108541,IMPS 251017 3C
108542,TRF FRM  Indiaforensic SERVICES
108543,NEFT/SBIN817298410359/Indfor
108544,FDRL/INTERNAL FUND TRANSFE
108545,FDRL/INTERNAL FUND TRANSFE
108546,IMPS 251017 4C
108547,Sweep Trf To: 40900036427
108548,IMPS 2510171C
108549,IMPS 261017 3C
108550,IMPS 261017 3C
108551,BIGTREE ENTERTAINMENT PRI
108552,INDIAIDEAS.COM LTD
108553,IRCTC CORPORATE OFFICE AC
108554,PAYU PAYMENTS PRIVATE LIM
108555,AVENUES INDIA PRIVATE LIM
108556,ZAAK EPAYMENT SERVICES PR
108557,FUTURE RETAIL LIMITED (OW
108558,PASFAR TECHNOLOGIES PRIVA
108559,DISH INFRA SERVICES PRIVA
108560,MEHAR ENTERTAINMENT PRIVA
108561,Indiaforensic SERVICES INDIA PVT
108562,NEFT/SBIN917299283312/Indfor
108563,FDRL/INTERNAL FUND TRANSFE
108564,FDRL/INTERNAL FUND TRANSFE
108565,IMPS 261017 4C
108566,Sweep Trf To: 40900036427
108567,IMPS 2610171C
108568,IMPS 271017 2C
108569,BIGTREE ENTERTAINMENT PRI
108570,INDIAIDEAS.COM LTD
108571,IRCTC CORPORATE OFFICE AC
108572,PAYU PAYMENTS PRIVATE LIM
108573,BIDDERBOY CORPORATION
108574,AVENUES INDIA PRIVATE LIM
108575,ZAAK EPAYMENT SERVICES PR
108576,FUTURE RETAIL LIMITED (OW
108577,PASFAR TECHNOLOGIES PRIVA
108578,JUST DIAL LIMITED
108579,MEHAR ENTERTAINMENT PRIVA
108580,INDIAIDEAS.COM LTD
108581,Indiaforensic SERVICES INDIA PVT
108582,730018878219
108583,730018878240
108584,730018878266
108585,730018878292
108586,730018878320
108587,730018878355
108588,730018878386
108589,730018878421
108590,730018878453
108591,730018878482
108592,730018878873
108593,730018878896
108594,730018878923
108595,730018878945
108596,TRANSFER FROM  Indiaforensic SER
108597,TRF FRM  Indiaforensic SERVICES
108598,730018884722
108599,730018884756
108600,730018884778
108601,730018884805
108602,730018884839
108603,NEFT/SBIN117300042091/Indfor
108604,730018884874
108605,730018884899
108606,730018884924
108607,730018884956
108608,730018884981
108609,730018885226
108610,730018885264
108611,730018885286
108612,730018885317
108613,730018885336
108614,730018885361
108615,730018885396
108616,730018885418
108617,730018885456
108618,730019893382
108619,IMPS 271017 3C
108620,IMPS 271017 4C
108621,730019893407
108622,730019893425
108623,730019893449
108624,730019893477
108625,730019893495
108626,730019893525
108627,730019893546
108628,730019893566
108629,730019893594
108630,730019893795
108631,730019893822
108632,730019893848
108633,730019893876
108634,730019894247
108635,730019894277
108636,FDRL/INTERNAL FUND TRANSFE
108637,FDRL/INTERNAL FUND TRANSFE
108638,FDRL/INTERNAL FUND TRANSFE
108639,FDRL/INTERNAL FUND TRANSFE
108640,FDRL/INTERNAL FUND TRANSFE
108641,FDRL/INTERNAL FUND TRANSFE
108642,Sweep Trf To: 40900036427
108643,IMPS 2710171C
108644,IMPS 281017 1C
108645,IMPS 291017 1C
108646,IMPS 301017 2C
108647,BIGTREE ENTERTAINMENT PRI
108648,INDIAIDEAS.COM LTD
108649,IRCTC CORPORATE OFFICE AC
108650,PAYU PAYMENTS PRIVATE LIM
108651,COMMDEL CONSULTING SERVIC
108652,AXEL RETAIL PRIVATE LIMIT
108653,AVENUES INDIA PRIVATE LIM
108654,ZAAK EPAYMENT SERVICES PR
108655,FUTURE RETAIL LIMITED (OW
108656,METRO INFRASYS PRIVATE LI
108657,PASFAR TECHNOLOGIES PRIVA
108658,DISH INFRA SERVICES PRIVA
108659,MEHAR ENTERTAINMENT PRIVA
108660,DIGIVIVE SERVICES PRIVATE
108661,E-BILLING SOLUTIONS PRIVA
108662,MUZAFFARPUR VIDYUT VITARA
108663,BHAGALPUR ELECTRICITY DIS
108664,KRYPTOS MOBILE PRIVATE LI
108665,ALT DIGITAL MEDIA ENTERTA
108666,VOUCHER ACTIVATION SERVIC
108667,Indiaforensic SERVICES INDIA PVT
108668,NEFT/FDRL504548824/Indiaforensic
108669,NEFT/FDRL504548534/Indiaforensic
108670,NEFT/FDRL504548535/Indiaforensic
108671,TRANSFER FROM  Indiaforensic SER
108672,TRANSFER FROM  Indiaforensic SER
108673,FDRL/INTERNAL FUND TRANSFE
108674,FDRL/INTERNAL FUND TRANSFE
108675,FDRL/INTERNAL FUND TRANSFE
108676,NEFT/SBIN217303224283/Indfor
108677,FDRL/INTERNAL FUND TRANSFE
108678,IMPS 301017 3C
108679,IMPS 301017 4C
108680,Sweep Trf To: 40900036427
108681,RTGS/YESBH17304165040/IRC
108682,BIGTREE ENTERTAINMENT PRI
108683,INDIAIDEAS.COM LTD
108684,IRCTC CORPORATE OFFICE AC
108685,PAYU PAYMENTS PRIVATE LIM
108686,AVENUES INDIA PRIVATE LIM
108687,ZAAK EPAYMENT SERVICES PR
108688,FUTURE RETAIL LIMITED (OW
108689,PASFAR TECHNOLOGIES PRIVA
108690,NOMISMA MOBILE SOLUTIONS
108691,MUZAFFARPUR VIDYUT VITARA
108692,Indiaforensic SERVICES INDIA PVT
108693,IMPS 3010171C
108694,IMPS 311017 2C
108695,IMPS 311017 3C
108696,FDRL/INTERNAL FUND TRANSFE
108697,TRF FRM  Indiaforensic SERVICES
108698,FDRL/INTERNAL FUND TRANSFE
108699,TRF FRM  Indiaforensic SERVICES
108700,NEFT/SBIN317304414267/Indfor
108701,IMPS 311017 4C
108702,Sweep Trf To: 40900036427
108703,409000362497:Int.Coll:01-
108704,IMPS 3110171C
108705,IMPS 011117 2C
108706,IMPS 011117 3C
108707,TRANSFER FROM  Indiaforensic SER
108708,TRANSFER FROM  Indiaforensic SER
108709,FDRL/INTERNAL FUND TRANSFE
108710,FDRL/INTERNAL FUND TRANSFE
108711,FDRL/INTERNAL FUND TRANSFE
108712,IMPS 011117 4C
108713,Sweep Trf To: 40900036427
108714,NEFT/SBIN517305441998/Indfor
108715,BIGTREE ENTERTAINMENT PRI
108716,INDIAIDEAS.COM LTD
108717,IRCTC CORPORATE OFFICE AC
108718,PAYU PAYMENTS PRIVATE LIM
108719,AXEL RETAIL PRIVATE LIMIT
108720,AVENUES INDIA PRIVATE LIM
108721,FUTURE RETAIL LIMITED (OW
